coffee_id,total_cup_points,cupper_points,aroma,flavor,aftertaste,acidity,body,balance,moisture
367,83.5,7.58,7.58,7.67,7.58,7.75,7.58,7.75,0.11
368,83.5,8.42,7.83,7.58,7.25,7.5,7.5,7.42,0.13
369,83.5,7.58,7.67,7.75,7.67,7.75,7.58,7.5,0.11
370,83.5,7.83,7.75,7.67,7.67,7.75,7.33,7.5,0.12
371,83.5,7.5,7.83,7.5,7.5,8.0,7.67,7.5,0.1
372,83.5,7.67,7.67,7.58,7.58,7.67,7.67,7.67,0.11
373,83.5,7.58,7.5,7.5,7.75,7.5,8.0,7.67,0.0
374,83.5,7.58,7.5,7.67,7.58,7.92,7.58,7.67,0.01
375,83.5,7.58,7.83,7.58,7.58,7.58,7.75,7.58,0.0
376,83.42,7.67,7.5,7.58,7.58,7.5,7.75,7.83,0.0
377,83.42,7.67,7.67,7.75,7.5,7.58,7.58,7.67,0.1
378,83.42,7.67,7.67,7.67,7.5,7.67,7.67,7.58,0.11
379,83.42,7.83,7.58,7.5,7.42,7.92,7.5,7.67,0.09
380,83.42,10.0,7.67,7.67,7.0,7.08,7.0,7.0,0.11
381,83.42,7.75,7.58,7.75,7.33,7.75,7.67,7.58,0.11
382,83.42,7.67,7.5,7.58,7.75,7.5,7.75,7.67,0.13
383,83.42,7.58,7.58,7.5,7.75,7.58,7.75,7.67,0.11
384,83.42,7.67,7.58,7.67,7.58,7.67,7.58,7.67,0.12
385,83.42,7.75,7.33,7.83,7.75,7.5,7.42,7.83,0.12
386,83.42,7.58,7.75,7.67,7.58,7.67,7.58,7.58,0.13
387,83.42,7.58,7.58,7.58,7.25,7.75,7.75,8.58,0.12
388,83.42,7.5,7.75,7.83,7.33,7.83,7.5,7.67,0.1
389,83.42,7.58,7.67,7.75,7.5,7.83,7.58,7.5,0.1
390,83.42,7.58,7.67,7.5,7.75,7.42,7.75,7.75,0.11
391,83.42,7.67,7.42,7.75,7.67,7.58,7.67,7.67,0.0
392,83.42,7.67,7.5,7.75,7.58,7.5,7.67,7.75,0.11
393,83.42,7.58,7.58,7.58,7.58,7.67,7.75,7.67,0.1
394,83.42,7.5,7.5,7.92,7.42,7.67,7.83,7.58,0.01
395,83.42,7.83,7.58,7.25,7.5,7.92,7.92,7.42,0.11
396,83.38,8.0,7.25,7.88,7.38,7.63,7.5,8.75,0.09
397,83.33,7.58,7.75,7.5,7.75,7.58,7.58,7.58,0.0
398,83.33,7.67,7.67,7.58,7.58,7.42,7.67,7.75,0.0
399,83.33,7.67,7.83,7.58,7.58,7.58,7.5,7.58,0.0
400,83.33,7.58,7.5,7.83,7.33,7.58,7.58,7.92,0.1
401,83.33,7.58,7.75,7.75,7.5,7.67,7.5,7.58,0.12
402,83.33,7.42,7.67,7.75,7.42,7.83,7.83,7.42,0.11
403,83.33,7.58,7.75,7.58,7.67,7.58,7.58,7.58,0.12
404,83.33,7.67,7.67,7.67,7.58,7.67,7.5,7.58,0.12
405,83.33,7.58,7.67,7.67,7.42,7.67,7.67,7.67,0.12
406,83.33,7.83,7.83,7.58,7.83,7.67,7.92,8.0,0.11
407,83.33,8.0,7.5,7.67,7.67,7.5,7.83,7.17,0.11
408,83.33,7.5,7.83,7.75,7.58,7.83,7.92,7.58,0.12
409,83.33,7.83,7.58,7.5,7.67,7.5,7.83,7.42,0.11
410,83.33,7.5,7.67,7.67,7.5,7.67,7.92,7.42,0.11
411,83.33,7.67,7.83,7.67,7.17,7.67,7.67,7.67,0.11
412,83.33,7.83,7.92,7.5,7.58,7.83,7.67,7.67,0.1
413,83.33,7.83,7.75,7.67,7.33,7.5,7.5,7.75,0.0
414,83.33,7.67,7.5,7.67,7.67,7.58,7.67,7.58,0.0
415,83.33,7.92,8.08,7.83,7.83,7.75,7.67,7.58,0.01
416,83.33,7.5,7.58,7.67,7.58,7.5,7.83,7.67,0.0
417,83.25,7.67,7.67,7.83,7.42,7.83,7.33,7.5,0.11
418,83.25,7.58,7.5,7.5,7.83,7.5,7.67,7.67,0.11
419,83.25,7.67,7.83,7.5,7.42,7.67,7.5,7.67,0.11
420,83.25,7.67,7.5,7.58,7.42,7.83,7.67,7.58,0.11
421,83.25,7.67,7.5,7.67,7.67,7.42,7.67,7.67,0.12
422,83.25,8.0,7.58,7.67,7.42,7.5,7.67,7.42,0.12
423,83.25,7.58,7.58,7.67,7.67,7.17,7.75,7.83,0.0
424,83.25,7.42,7.83,7.75,7.5,7.58,7.58,7.58,0.12
425,83.25,7.58,7.67,7.5,7.5,7.5,7.67,7.83,0.1
426,83.25,7.33,7.92,7.83,7.75,7.58,7.5,7.33,0.1
427,83.25,7.67,7.58,7.58,7.5,7.58,7.58,7.75,0.0
428,83.25,7.67,7.5,7.67,7.58,7.67,7.67,7.5,0.1
429,83.25,7.58,7.83,7.5,7.67,7.33,7.67,7.67,0.11
430,83.25,7.75,7.58,7.75,7.5,7.5,7.58,7.58,0.12
431,83.25,7.67,7.58,7.75,7.83,8.0,8.08,7.67,0.11
432,83.25,7.67,7.75,7.58,7.58,7.58,7.5,7.58,0.13
433,83.25,7.58,7.75,7.75,7.42,7.92,7.33,7.5,0.12
434,83.25,7.42,7.83,7.58,7.08,7.83,7.42,8.08,0.11
435,83.25,7.58,7.75,7.67,7.5,7.58,7.58,7.58,0.11
436,83.25,7.58,7.67,7.58,7.58,7.42,7.83,7.58,0.12
437,83.25,7.67,7.67,7.67,7.5,7.5,7.58,7.67,0.11
438,83.25,7.5,7.92,7.75,7.25,7.42,7.83,7.58,0.08
439,83.25,7.5,8.0,7.67,7.67,7.25,7.67,7.5,0.13
440,83.25,7.58,7.92,7.75,7.5,7.42,7.42,7.67,0.04
441,83.17,7.75,7.67,7.42,7.5,7.58,7.67,7.58,0.11
442,83.17,7.67,7.58,7.58,7.33,7.67,7.75,7.58,0.1
443,83.17,7.58,7.67,7.58,7.42,7.67,7.67,7.58,0.12
444,83.17,7.5,7.92,7.5,7.5,7.58,7.67,7.5,0.11
445,83.17,7.58,7.58,7.42,7.08,7.33,7.58,8.58,0.07
446,83.17,7.5,7.67,7.75,7.42,7.75,7.58,7.5,0.11
447,83.17,7.5,7.67,7.67,7.5,7.67,7.5,7.67,0.11
448,83.17,7.67,7.5,7.67,7.33,7.67,7.67,7.67,0.11
449,83.17,7.67,7.67,7.67,7.5,7.67,7.42,7.58,0.1
450,83.17,7.5,7.5,7.5,7.33,7.67,8.0,7.67,0.0
451,83.17,7.5,7.5,7.75,7.5,7.83,7.58,7.5,0.11
452,83.17,7.42,7.92,7.67,7.42,7.75,7.5,7.5,0.12
453,83.17,7.83,7.83,7.75,7.67,7.75,7.83,8.5,0.1
454,83.17,7.5,7.67,7.58,7.58,7.75,7.42,7.67,0.12
455,83.17,7.67,7.58,7.67,7.67,7.58,7.42,7.58,0.13
456,83.17,7.75,7.58,7.5,7.5,7.67,7.5,7.67,0.0
457,83.17,7.67,8.0,7.67,7.5,7.42,7.33,7.58,0.1
458,83.17,7.58,7.58,7.75,7.5,7.58,7.58,7.58,0.11
459,83.17,7.67,7.5,7.5,7.5,7.67,7.67,7.67,0.1
460,83.17,7.5,7.67,7.67,7.5,7.67,7.5,7.67,0.11
461,83.17,7.67,7.33,7.83,7.17,8.17,7.33,7.67,0.09
462,83.17,7.58,7.5,7.5,7.58,7.42,7.92,7.67,0.11
463,83.17,7.58,7.58,7.5,7.58,7.75,7.58,7.58,0.12
464,83.17,7.5,7.67,7.83,7.33,7.67,7.5,7.67,0.11
465,83.17,7.75,7.75,7.58,7.58,7.58,7.5,7.42,0.11
466,83.17,7.67,7.75,7.67,7.58,7.5,7.42,7.58,0.12
467,83.17,7.67,7.58,7.75,7.42,7.67,7.5,7.58,0.14
468,83.17,7.25,7.67,7.5,7.5,7.5,7.58,8.17,0.11
469,83.17,7.58,7.75,7.5,7.42,7.75,7.58,7.58,0.13
470,83.17,7.5,7.58,7.67,7.5,7.58,7.67,7.67,0.11
471,83.17,7.58,7.5,7.75,7.58,7.58,7.67,7.5,0.11
472,83.17,7.5,7.75,7.67,7.58,7.5,7.58,7.58,0.12
473,83.17,7.67,7.92,7.58,7.5,7.58,7.42,7.5,0.11
474,83.17,7.5,7.75,7.5,7.67,7.5,7.92,8.0,0.0
475,83.17,7.58,7.75,7.5,7.58,7.5,7.75,7.5,0.12
476,83.17,7.42,7.58,7.75,7.67,7.5,7.67,7.58,0.02
477,83.17,7.58,7.42,7.83,8.17,8.08,7.17,7.58,0.14
478,83.17,7.92,7.75,8.0,7.67,8.08,7.83,7.92,0.01
479,83.08,7.5,7.58,7.67,7.33,7.67,7.75,7.58,0.0
480,83.08,7.17,7.75,7.5,7.5,7.42,8.0,7.75,0.0
481,83.08,7.58,7.58,7.58,7.58,7.5,7.67,7.58,0.11
482,83.08,7.92,7.33,7.67,7.67,7.33,7.75,7.42,0.0
483,83.08,7.75,7.83,7.92,7.5,7.83,7.67,7.25,0.0
484,83.08,7.5,7.42,7.67,7.58,7.5,7.75,7.67,0.11
485,83.08,7.67,7.58,7.83,7.67,7.42,7.42,7.5,0.0
486,83.08,7.5,7.83,7.33,7.5,7.67,7.58,7.67,0.1
487,83.08,7.58,7.33,7.75,7.58,7.33,7.83,7.67,0.12
488,83.08,7.58,7.75,7.75,7.5,7.5,7.5,7.5,0.11
489,83.08,7.5,7.83,7.83,7.33,7.17,7.75,7.67,0.1
490,83.08,7.5,7.75,7.67,7.42,7.75,7.5,7.5,0.1
491,83.08,8.08,7.67,7.58,7.5,7.67,7.92,8.0,0.0
492,83.08,7.42,7.33,7.58,7.58,7.92,7.67,7.58,0.12
493,83.08,8.17,7.33,7.33,7.33,7.58,7.25,8.08,0.01
494,83.08,7.58,7.83,7.75,7.33,7.25,7.42,7.92,0.08
495,83.08,7.5,7.67,7.58,7.5,7.58,7.67,7.58,0.0
496,83.08,7.75,7.92,7.67,7.67,7.25,7.83,7.67,0.02
497,83.0,7.5,7.58,7.5,7.5,7.75,7.67,7.5,0.0
498,83.0,7.58,7.5,7.58,7.58,7.67,7.58,7.5,0.11
499,83.0,7.58,7.5,7.67,7.58,7.67,7.58,7.42,0.11
500,83.0,7.58,7.67,7.58,7.42,7.42,7.83,7.5,0.12
501,83.0,7.67,7.67,7.67,7.5,7.58,7.42,7.5,0.12
502,83.0,7.58,7.67,7.67,7.33,7.67,7.5,7.58,0.11
503,83.0,8.0,7.75,7.67,7.58,7.58,7.42,7.67,0.0
504,83.0,7.42,7.67,7.75,7.33,7.92,7.42,7.5,0.11
505,83.0,7.58,7.75,7.67,7.33,7.75,7.5,7.42,0.11
506,83.0,7.33,7.83,7.67,7.25,7.67,7.75,7.5,0.11
507,83.0,7.58,7.67,7.67,7.67,7.5,7.42,7.5,0.0
508,83.0,7.17,7.92,7.92,7.83,7.58,7.33,7.25,0.08
509,83.0,7.5,7.83,7.58,7.5,7.5,7.58,7.5,0.12
510,83.0,7.42,7.67,7.5,7.67,7.83,7.75,7.83,0.0
511,83.0,7.42,7.67,7.67,7.42,7.83,7.5,7.5,0.1
512,83.0,7.67,7.67,7.58,7.5,7.58,7.5,7.5,0.11
513,83.0,7.5,7.75,7.58,7.42,7.67,7.42,7.67,0.12
514,83.0,8.25,7.75,7.42,7.33,7.5,7.58,7.17,0.11
515,83.0,7.58,7.83,7.5,7.58,7.33,7.5,7.67,0.0
516,83.0,7.5,7.33,7.67,7.75,7.42,7.75,7.58,0.11
517,83.0,7.58,7.58,7.75,7.42,7.67,7.58,7.42,0.0
518,83.0,7.67,7.5,7.5,7.42,7.58,7.75,7.58,0.11
519,83.0,7.58,7.67,7.58,7.42,7.5,7.67,7.58,0.11
520,83.0,7.83,7.67,7.83,7.5,7.58,7.58,7.67,0.11
521,83.0,7.67,7.5,7.67,7.5,7.5,7.58,7.58,0.11
522,83.0,7.5,7.67,7.58,7.5,7.5,7.75,7.5,0.0
523,83.0,7.58,7.75,7.58,7.5,7.67,7.83,7.75,0.0
524,83.0,7.5,7.67,7.58,7.58,7.58,7.67,7.42,0.11
525,83.0,7.33,7.5,7.67,7.5,7.67,7.5,7.83,0.1
526,83.0,7.5,7.67,7.67,7.58,7.5,7.67,7.42,0.12
527,83.0,7.5,7.33,7.67,7.58,7.5,7.75,7.67,0.28
528,83.0,7.58,7.33,7.67,7.58,7.33,7.58,7.92,0.08
529,83.0,8.08,7.83,7.83,7.67,7.83,7.92,7.83,0.0
530,83.0,7.67,7.5,7.58,7.42,7.58,7.58,7.67,0.0
531,83.0,7.42,7.5,7.58,7.67,7.67,7.58,7.58,0.06
532,83.0,7.92,7.58,7.83,7.75,7.92,7.92,8.08,0.07
533,83.0,7.42,7.5,7.25,7.42,7.75,8.17,7.5,0.0
534,82.92,7.5,7.67,7.58,7.5,7.58,7.58,7.5,0.0
535,82.92,7.5,7.5,7.5,7.75,7.58,7.92,7.83,0.0
536,82.92,7.58,7.58,7.67,7.5,7.33,7.67,7.58,0.11
537,82.92,7.75,7.17,7.83,7.25,7.67,7.67,7.58,0.09
538,82.92,7.58,7.58,7.58,7.5,7.5,7.58,7.58,0.0
539,82.92,7.58,7.5,7.58,7.67,7.33,7.5,7.75,0.0
540,82.92,7.5,7.58,7.58,7.67,7.58,7.5,7.5,0.11
541,82.92,7.42,8.08,7.5,7.67,7.42,7.33,7.5,0.0
542,82.92,7.58,7.83,7.67,7.25,7.58,7.5,7.5,0.13
543,82.92,7.42,7.75,7.67,7.42,7.42,7.75,7.5,0.12
544,82.92,7.58,7.08,7.5,7.5,7.83,7.75,7.67,0.11
545,82.92,7.58,8.0,7.5,7.5,7.58,7.33,7.42,0.12
546,82.92,7.5,7.75,7.58,7.58,7.5,7.5,7.5,0.12
547,82.92,7.5,7.75,7.5,7.42,7.58,7.67,7.5,0.1
548,82.92,7.67,7.67,7.83,7.42,7.5,7.33,7.5,0.1
549,82.92,7.75,7.58,7.58,7.25,7.58,7.58,7.58,0.1
550,82.92,7.58,7.58,7.5,7.75,7.33,7.58,7.58,0.11
551,82.92,7.67,7.75,7.5,7.25,7.5,7.75,7.5,0.0
552,82.92,7.5,7.83,7.75,7.25,7.92,7.5,7.17,0.11
553,82.92,7.5,7.83,7.67,7.42,7.42,7.5,7.58,0.11
554,82.92,7.83,7.58,7.58,7.33,7.25,7.58,7.75,0.1
555,82.92,7.67,7.67,7.33,7.17,7.58,8.08,7.42,0.0
556,82.92,7.75,8.0,7.92,7.67,7.17,7.67,7.42,0.14
557,82.92,7.5,7.5,7.5,7.5,7.42,7.67,7.83,0.1
558,82.92,7.67,7.5,7.75,7.33,7.75,7.08,7.83,0.15
559,82.92,7.75,7.42,7.58,7.5,7.17,7.5,8.0,0.0
560,82.83,7.5,7.75,7.58,7.42,7.58,7.5,7.5,0.1
561,82.83,7.58,7.5,7.58,7.33,7.67,7.58,7.58,0.11
562,82.83,7.58,7.67,7.58,7.58,7.5,7.5,7.42,0.11
563,82.83,7.33,7.33,7.67,7.67,7.83,7.33,7.67,0.0
564,82.83,8.0,7.83,7.92,7.75,7.83,7.75,7.75,0.11
565,82.83,7.92,7.25,7.58,7.5,7.42,7.75,7.42,0.11
566,82.83,7.5,7.58,7.58,7.33,7.67,7.67,7.5,0.11
567,82.83,7.67,7.58,7.83,7.33,7.67,7.42,7.33,0.12
568,82.83,7.08,7.83,7.67,7.5,7.58,7.5,7.67,0.0
569,82.83,7.58,7.42,7.58,7.25,7.5,7.75,7.75,0.0
570,82.83,7.5,7.67,7.67,7.75,7.67,7.42,7.17,0.1
571,82.83,7.67,7.5,7.42,7.58,7.5,7.58,7.58,0.0
572,82.83,7.58,7.83,7.5,7.5,7.42,7.5,7.5,0.11
573,82.83,7.75,7.67,7.5,7.33,7.25,7.58,7.75,0.11
574,82.83,7.5,7.58,7.67,7.5,7.58,7.5,7.5,0.12
575,82.83,7.58,7.67,7.58,7.42,7.75,7.42,7.42,0.12
576,82.83,7.42,7.67,7.67,7.33,7.5,7.33,7.92,0.11
577,82.83,7.5,7.58,7.58,7.5,7.42,7.67,7.58,0.11
578,82.83,7.25,7.75,7.58,7.75,7.75,7.25,7.5,0.0
579,82.75,7.5,7.5,7.58,7.42,7.67,7.58,7.5,0.1
580,82.75,7.5,7.58,7.67,7.5,7.58,7.5,7.42,0.11
581,82.75,7.5,7.5,7.67,7.17,7.67,7.67,7.58,0.11
582,82.75,7.58,7.5,7.5,7.42,7.58,7.67,7.5,0.1
583,82.75,7.67,7.42,7.58,7.42,7.67,7.5,7.5,0.1
584,82.75,7.58,7.5,7.58,7.42,7.58,7.58,7.5,0.12
585,82.75,7.67,7.58,7.58,7.33,7.58,7.33,7.67,0.12
586,82.75,7.67,7.83,7.67,7.33,7.67,7.58,7.67,0.0
587,82.75,7.67,7.67,7.67,7.17,7.33,7.58,7.67,0.0
588,82.75,7.67,7.58,7.5,7.42,7.67,7.42,7.5,0.09
589,82.75,7.67,7.58,7.5,7.42,7.58,7.5,7.5,0.09
590,82.75,7.5,7.5,7.5,7.58,7.5,7.58,7.58,0.11
591,82.75,7.58,7.67,7.5,7.33,7.33,7.67,7.67,0.1
592,82.75,7.5,7.5,7.67,7.42,7.67,7.5,7.5,0.11
593,82.75,7.5,7.5,7.58,7.58,7.75,7.33,7.5,0.0
594,82.75,7.67,7.75,7.58,7.42,7.5,7.33,7.5,0.12
595,82.75,7.42,7.75,7.42,7.25,7.75,7.5,7.67,0.13
596,82.75,7.67,7.67,7.42,7.42,7.58,7.33,7.67,0.12
597,82.75,7.42,7.67,7.58,7.42,7.83,7.33,7.5,0.1
598,82.75,7.75,7.58,7.83,7.75,7.75,7.42,8.0,0.1
599,82.75,7.5,7.58,7.33,7.17,7.33,7.25,8.58,0.1
600,82.75,7.58,7.58,7.58,7.5,7.5,7.5,7.5,0.12
601,82.75,7.67,7.58,7.58,7.33,7.75,7.25,7.58,0.12
602,82.75,8.08,8.08,8.17,8.0,8.0,7.83,7.92,0.12
603,82.75,7.5,7.5,7.58,7.42,7.67,7.5,7.58,0.0
604,82.75,7.42,7.67,7.58,7.58,7.58,7.5,7.42,0.11
605,82.75,7.75,7.25,7.75,7.5,7.83,7.67,7.67,0.12
606,82.75,7.58,7.42,7.42,7.5,7.58,7.5,7.75,0.0
607,82.75,7.42,7.75,7.67,7.5,7.83,7.17,7.42,0.0
608,82.67,7.5,7.5,7.58,7.25,7.75,7.58,7.5,0.0
609,82.67,7.5,7.5,7.58,7.5,7.67,7.5,7.42,0.11
610,82.67,7.58,7.67,7.67,7.42,7.42,7.42,7.5,0.13
611,82.67,7.5,7.67,7.67,7.67,7.67,7.5,7.67,0.0
612,82.67,7.75,7.5,7.67,7.42,7.75,7.42,7.17,0.11
613,82.67,7.42,7.75,7.5,7.33,7.58,7.33,7.75,0.0
614,82.67,7.5,7.58,7.5,7.42,7.67,7.5,7.5,0.0
615,82.67,7.5,7.33,7.5,7.58,7.58,7.67,7.5,0.12
616,82.67,7.58,7.5,7.5,7.5,7.5,7.5,7.58,0.12
617,82.67,7.58,7.58,7.5,7.5,7.58,7.33,7.58,0.12
618,82.67,7.08,8.0,7.83,7.83,7.42,7.25,7.25,0.08
619,82.67,7.58,7.67,7.58,7.42,7.5,7.42,7.5,0.11
620,82.67,7.5,7.67,7.5,7.33,7.67,7.5,7.5,0.12
621,82.67,7.5,7.67,7.5,7.5,7.5,7.5,7.5,0.11
622,82.67,7.5,7.42,7.5,7.5,7.67,7.58,7.5,0.11
623,82.67,7.42,7.75,7.58,7.67,7.25,7.58,7.42,0.11
624,82.67,7.67,7.92,8.0,7.5,6.75,7.92,7.58,0.0
625,82.67,7.5,7.67,7.67,7.17,7.67,7.5,7.5,0.11
626,82.67,7.58,7.83,7.33,7.83,7.33,7.58,7.83,0.12
627,82.67,7.58,7.58,7.58,7.42,7.58,7.42,7.5,0.11
628,82.67,7.58,7.5,7.58,7.58,7.58,7.42,7.42,0.12
629,82.67,7.58,7.33,7.58,7.42,7.42,7.67,7.67,0.11
630,82.67,7.58,7.83,7.67,7.5,7.67,7.5,7.58,0.03
631,82.67,7.08,7.75,7.58,7.25,7.75,7.67,7.58,0.0
632,82.67,7.42,8.08,7.67,7.67,7.33,7.33,7.17,0.08
633,82.67,7.58,7.5,7.42,7.33,7.33,7.67,7.83,0.21
634,82.58,7.5,7.5,7.42,7.42,7.75,7.5,7.5,0.1
635,82.58,7.5,7.67,7.42,7.5,7.42,7.58,7.5,0.11
636,82.58,7.5,7.5,7.58,7.42,7.5,7.75,7.33,0.11
637,82.58,10.0,7.25,7.25,7.0,7.08,7.0,7.0,0.11
638,82.58,8.0,7.42,7.42,7.5,7.33,7.25,7.67,0.0
639,82.58,7.5,7.83,7.58,7.42,7.33,7.42,7.5,0.13
640,82.58,7.5,7.75,7.33,7.42,7.67,7.42,7.5,0.12
641,82.58,7.5,7.42,7.58,7.58,7.42,7.58,7.5,0.12
642,82.58,7.5,7.75,7.42,7.33,7.5,7.58,7.5,0.12
643,82.58,7.42,7.83,7.5,7.42,7.58,7.42,7.42,0.12
644,82.58,7.58,7.67,7.42,7.5,7.67,7.0,7.75,0.11
645,82.58,7.58,7.58,7.58,7.42,7.75,7.67,7.67,0.0
646,82.58,7.5,7.5,7.58,7.42,7.58,7.42,7.58,0.0
647,82.58,7.5,7.75,7.25,7.33,7.42,7.5,7.83,0.11
648,82.58,7.42,7.75,7.5,7.75,7.25,7.33,7.58,0.11
649,82.58,7.42,7.58,7.5,7.42,7.58,7.67,7.42,0.11
650,82.58,7.58,7.5,7.58,7.5,7.5,7.42,7.5,0.1
651,82.58,7.5,7.67,7.58,7.58,7.75,7.67,6.83,0.12
652,82.58,7.67,7.33,7.42,7.58,7.42,7.67,7.5,0.11
653,82.58,7.42,7.58,7.5,7.33,7.75,7.5,7.5,0.0
654,82.5,7.42,7.5,7.5,7.5,7.5,7.58,7.5,0.11
655,82.5,7.42,7.83,7.75,7.25,7.5,7.42,7.33,0.11
656,82.5,7.5,7.58,7.58,7.33,7.5,7.5,7.5,0.1
657,82.5,7.5,7.5,7.5,7.33,7.5,7.67,7.5,0.1
658,82.5,7.83,7.5,7.83,7.5,7.75,7.33,7.42,0.12
659,82.5,7.5,7.33,7.5,7.5,7.5,7.67,7.5,0.11
660,82.5,7.5,7.67,7.42,7.33,7.58,7.5,7.5,0.12
661,82.5,7.58,7.75,7.0,7.42,7.58,7.58,7.58,0.12
662,82.5,7.58,7.42,7.58,7.5,7.67,7.25,7.5,0.0
663,82.5,7.5,7.42,7.5,7.67,7.33,7.42,7.67,0.11
664,82.5,7.33,7.83,7.42,7.33,7.67,7.42,7.5,0.12
665,82.5,7.5,7.5,7.5,7.42,7.42,7.58,7.58,0.11
666,82.5,7.33,7.83,7.67,7.17,7.33,7.5,7.67,0.11
667,82.5,7.58,7.5,7.58,7.5,7.5,7.42,7.42,0.13
668,82.5,7.5,7.67,7.5,7.33,7.67,7.5,7.33,0.12
669,82.5,7.5,7.92,7.5,7.33,7.58,7.25,7.42,0.11
670,82.5,7.5,7.67,7.33,7.33,7.33,7.5,7.83,0.11
671,82.5,7.42,7.67,7.42,7.33,7.67,7.5,7.5,0.0
672,82.5,7.58,7.67,7.5,7.33,7.5,7.25,7.67,0.11
673,82.5,7.58,7.33,7.42,7.33,7.75,7.42,7.67,0.12
674,82.5,7.33,7.75,7.58,7.67,7.67,7.58,7.58,0.01
675,82.42,7.5,7.42,7.67,7.17,7.58,7.58,7.5,0.12
676,82.42,7.42,7.58,7.5,7.33,7.75,7.33,7.5,0.1
677,82.42,7.5,7.67,7.58,7.25,7.67,7.42,7.33,0.12
678,82.42,7.42,7.58,7.5,7.25,7.67,7.5,7.5,0.12
679,82.42,7.5,7.5,7.42,7.08,7.75,7.67,7.5,0.11
680,82.42,8.08,5.08,7.75,7.83,7.75,7.83,8.08,0.11
681,82.42,7.58,7.67,7.42,7.42,7.5,7.42,7.42,0.1
682,82.42,8.0,7.42,7.5,7.33,7.5,7.25,7.42,0.11
683,82.42,7.58,7.67,7.25,7.42,7.42,7.67,7.42,0.13
684,82.42,7.42,7.17,7.83,7.33,7.5,7.75,7.42,0.0
685,82.42,7.33,7.5,7.5,7.5,7.67,7.42,7.5,0.1
686,82.42,7.58,7.42,7.5,7.42,7.58,7.42,7.5,0.11
687,82.42,7.42,7.58,7.67,7.33,7.5,7.5,7.42,0.12
688,82.42,7.5,7.58,7.58,7.58,7.75,7.5,7.58,0.0
689,82.42,8.17,7.25,7.33,7.25,7.5,7.42,7.5,0.0
690,82.42,7.5,7.5,7.58,7.5,7.92,7.42,7.67,0.12
691,82.42,7.67,7.25,7.67,7.42,7.17,7.75,7.5,0.09
692,82.42,7.42,7.67,7.42,7.33,7.5,7.58,7.5,0.11
693,82.42,7.42,7.5,7.42,7.42,7.67,7.42,7.58,0.12
694,82.42,7.42,7.42,7.58,7.5,7.42,7.58,7.5,0.13
695,82.42,7.5,7.42,7.58,7.33,7.58,7.5,7.5,0.14
696,82.42,7.58,7.75,7.33,7.25,7.58,7.58,7.33,0.13
697,82.42,7.5,7.5,7.58,7.33,7.5,7.5,7.5,0.11
698,82.42,7.58,7.58,7.58,7.17,7.5,7.5,7.5,0.14
699,82.42,7.58,7.58,7.33,7.33,7.58,7.5,7.5,0.11
700,82.42,7.5,7.67,7.58,7.33,7.42,7.58,7.33,0.13
701,82.42,7.5,7.83,7.5,7.42,7.67,7.17,7.33,0.12
702,82.42,7.58,7.67,7.33,7.25,7.42,7.5,7.67,0.0
703,82.42,7.42,7.75,7.5,7.42,7.42,7.5,7.42,0.11
704,82.42,7.75,7.33,7.58,7.17,7.58,7.42,7.58,0.0
705,82.42,7.5,7.58,7.25,7.42,7.25,7.58,7.83,0.02
706,82.33,7.58,7.5,7.58,7.33,7.5,7.42,7.42,0.1
707,82.33,7.67,7.33,7.5,7.5,7.33,7.5,7.5,0.11
708,82.33,7.5,7.42,7.42,7.42,7.5,7.5,7.58,0.11
709,82.33,7.5,7.5,7.5,7.42,7.5,7.42,7.5,0.11
710,82.33,7.5,7.75,7.5,7.25,7.25,7.42,7.67,0.1
711,82.33,7.33,7.75,7.33,7.5,7.5,7.33,7.58,0.0
712,82.33,7.5,7.5,7.58,7.42,7.5,7.42,7.42,0.12
713,82.33,7.75,8.25,7.83,7.25,8.33,8.17,8.08,0.07
714,82.33,7.42,7.42,7.5,7.5,7.42,7.5,7.58,0.11
715,82.33,7.42,7.5,7.42,7.17,7.83,7.5,7.5,0.1
716,82.33,7.58,7.33,7.58,7.42,7.58,7.33,7.5,0.12
717,82.33,8.0,7.75,8.08,7.67,8.08,8.08,8.0,0.11
718,82.33,7.42,7.58,7.67,7.5,7.58,7.75,7.5,0.12
719,82.33,7.5,7.33,7.58,7.42,7.5,7.5,7.5,0.11
720,82.33,7.5,7.42,7.33,7.5,7.17,7.08,8.33,0.1
721,82.33,7.33,7.5,7.5,7.5,7.5,7.5,7.5,0.11
722,82.33,7.33,7.5,7.5,7.5,7.5,7.5,7.5,0.11
723,82.33,7.25,7.5,7.42,7.58,7.5,7.5,7.58,0.12
724,82.33,7.33,7.5,7.42,7.5,7.5,7.5,7.58,0.0
725,82.33,7.42,7.67,7.5,7.42,7.5,7.42,7.42,0.12
726,82.33,7.67,7.92,7.58,7.25,7.75,7.92,7.58,0.0
727,82.33,7.33,7.67,7.5,7.33,7.67,7.5,7.33,0.11
728,82.33,7.58,7.58,7.67,7.58,7.33,7.0,7.58,0.15
729,82.33,7.0,7.67,7.58,7.5,7.58,7.5,7.5,0.13
730,82.33,7.5,7.5,7.67,7.33,7.5,7.33,7.5,0.1
731,82.33,7.42,7.58,7.5,7.42,7.5,7.5,7.42,0.12
732,82.33,7.83,8.0,7.75,7.33,7.33,7.08,7.67,0.11
733,82.33,7.42,7.58,7.58,7.25,7.58,7.42,7.5,0.11
